time_bucket,sales,transaction
2022-01-01 14:45:12,76.66,42
2022-01-01 14:45:16,154.74,57
2022-01-01 14:45:45,73.75,88
2022-01-01 14:45:47,22.97,40
2022-01-01 14:45:54,68.32,30
2022-01-01 14:45:58,90.96,60
2022-01-01 15:00:00,135.42,71
2022-01-01 15:00:05,10.88,79
2022-01-01 15:00:20,33.99,90
2022-01-01 15:00:34,73.88,70
2022-01-01 15:00:42,129.51999999999998,18
2022-01-01 15:15:14,151.15,49
2022-01-01 15:15:21,28.1,75
2022-01-01 15:15:37,140.87,78
2022-01-01 15:15:49,78.69,34
2022-01-01 15:15:58,129.44,67
2022-01-01 15:30:13,176.43,58
2022-01-01 15:30:16,70.49,81
2022-01-01 15:30:19,100.94,60
2022-01-01 15:30:42,198.5,22
2022-01-01 15:30:50,171.61,33
2022-01-01 15:30:52,27.85,90
2022-01-01 15:45:04,31.16,23
2022-01-01 15:45:05,103.69,86
2022-01-01 15:45:16,181.48,47
2022-01-01 15:45:26,93.19,58
2022-01-01 15:45:32,178.34,25
2022-01-01 15:45:38,69.54,51
2022-01-01 16:00:05,110.8,33
2022-01-01 16:00:21,114.35,58
2022-01-01 16:00:32,96.36,59
2022-01-01 16:00:38,48.04,12
2022-01-01 16:00:47,87.32,6
2022-01-01 16:00:54,22.11,74
2022-01-01 16:15:08,134.16,40
2022-01-01 16:15:14,81.63,61
2022-01-01 16:15:19,124.65,20
2022-01-01 16:15:41,95.89,74
2022-01-01 16:15:44,115.88,70
2022-01-01 16:15:54,72.24,50
2022-01-01 16:30:03,158.99,3
2022-01-01 16:30:10,16.53,25
2022-01-01 16:30:19,168.14,72
2022-01-01 16:30:30,70.73,6
2022-01-01 16:30:33,197.42,54
2022-01-01 16:30:42,179.06,94
2022-01-01 16:45:09,17.3,16
2022-01-01 16:45:15,69.09,49
2022-01-01 16:45:29,132.36,66
2022-01-01 16:45:45,4.2,56
2022-01-01 16:45:48,132.23,22
2022-01-01 16:45:53,23.32,11
2022-01-01 17:00:00,137.68,25
2022-01-01 17:00:02,105.73,24
2022-01-01 17:00:04,100.15,61
2022-01-01 17:00:09,60.53,51
2022-01-01 17:00:16,140.37,63
2022-01-01 17:00:21,160.75,86
2022-01-01 17:00:22,168.3,17
2022-01-01 17:15:19,91.03,85
2022-01-01 17:15:26,99.22,89
2022-01-01 17:15:28,178.09,40
2022-01-01 17:15:35,87.44,81
2022-01-01 17:15:42,9.07,53
2022-01-01 17:15:49,190.51,36
2022-01-01 17:15:54,91.56,15
2022-01-01 17:15:56,198.02,13
2022-01-01 17:30:00,59.38,60
2022-01-01 17:30:07,132.22,70
2022-01-01 17:30:10,168.2,22
2022-01-01 17:30:15,175.41,25
2022-01-01 17:30:43,140.34,20
2022-01-01 17:30:48,190.01,61
2022-01-01 17:30:52,29.85,28
2022-01-01 17:30:58,187.68,100
2022-01-01 17:45:07,77.89,17
2022-01-01 17:45:10,197.54,45
2022-01-01 17:45:19,2.06,72
2022-01-01 17:45:27,139.1,91
2022-01-01 17:45:28,182.42,73
2022-01-01 17:45:32,98.43,48
2022-01-01 17:45:39,84.07,17
2022-01-01 18:00:03,189.74,40
2022-01-01 18:00:08,138.0,26
2022-01-01 18:00:11,68.52,32
2022-01-01 18:00:15,114.2,70
2022-01-01 18:00:20,7.69,22
2022-01-01 18:00:37,177.95,24
2022-01-01 18:00:38,157.99,7
2022-01-01 18:00:44,185.06,85
2022-01-01 18:00:46,161.24,19
2022-01-01 18:00:53,55.72,7
2022-01-01 18:15:01,161.45,40
2022-01-01 18:15:09,57.76,50
2022-01-01 18:15:14,122.28,66
2022-01-01 18:15:19,193.89,53
2022-01-01 18:15:24,22.22,45
2022-01-01 18:15:31,83.62,83
2022-01-01 18:15:35,75.88,79
2022-01-01 18:15:41,195.63,24
2022-01-01 18:15:47,193.56,64
2022-01-01 18:15:58,2.04,29
2022-01-01 18:30:02,97.39,18
2022-01-01 18:30:08,185.24,7
2022-01-01 18:30:13,103.39,11
2022-01-01 18:30:24,164.01,66
2022-01-01 18:30:30,61.18,87
2022-01-01 18:30:36,65.23,53
2022-01-01 18:30:40,101.89,51
2022-01-01 18:30:46,14.36,97
2022-01-01 18:30:53,176.57,15
2022-01-01 18:30:56,168.08,64
2022-01-01 18:45:00,134.81,77
2022-01-01 18:45:04,5.47,91
2022-01-01 18:45:09,152.2,53
2022-01-01 18:45:18,186.74,72
2022-01-01 18:45:26,147.76,66
2022-01-01 18:45:32,186.97,70
2022-01-01 18:45:37,27.34,74
2022-01-01 18:45:44,119.33,29
2022-01-01 18:45:52,74.45,35
2022-01-01 19:00:06,9.15,69
2022-01-01 19:00:07,182.9,36
2022-01-01 19:00:15,183.85,73
2022-01-01 19:00:16,63.79,100
2022-01-01 19:00:22,151.96,61
2022-01-01 19:00:23,0.72,5
2022-01-01 19:00:32,259.13,97
2022-01-01 19:00:41,72.85,29
2022-01-01 19:00:49,27.11,81
2022-01-01 19:00:50,29.96,46
2022-01-01 19:00:58,40.38,66
2022-01-01 19:15:03,164.63,100
2022-01-01 19:15:11,161.26,92
2022-01-01 19:15:14,103.55,86
2022-01-01 19:15:21,184.24,88
2022-01-01 19:15:29,159.07,24
2022-01-01 19:15:30,146.53,35
2022-01-01 19:15:39,196.78,68
2022-01-01 19:15:46,90.37,41
2022-01-01 19:15:48,171.46,19
2022-01-01 19:15:54,56.09,54
2022-01-01 19:15:56,66.69,27
2022-01-01 19:30:01,191.62,33
2022-01-01 19:30:04,193.5,56
2022-01-01 19:30:12,173.88,70
2022-01-01 19:30:19,195.69,75
2022-01-01 19:30:21,14.7,97
2022-01-01 19:30:28,173.56,39
2022-01-01 19:30:36,75.41,75
2022-01-01 19:30:38,125.83,17
2022-01-01 19:30:45,134.46,17
2022-01-01 19:30:51,48.6,43
2022-01-01 19:30:54,127.11,22
2022-01-01 19:45:00,169.63,20
2022-01-01 19:45:08,103.75999999999999,98
2022-01-01 19:45:13,44.5,35
2022-01-01 19:45:16,179.93,49
2022-01-01 19:45:23,65.72,43
2022-01-01 19:45:24,56.32,15
2022-01-01 19:45:34,109.14,54
2022-01-01 19:45:39,12.8,1
2022-01-01 19:45:41,137.93,4
2022-01-01 19:45:51,82.39,33
2022-01-01 19:45:57,163.78,93
2022-01-01 20:00:02,76.68,44
2022-01-01 20:00:04,116.34,90
2022-01-01 20:00:12,175.79,7
2022-01-01 20:00:17,95.34,12
2022-01-01 20:00:21,63.35,82
2022-01-01 20:00:29,167.69,54
2022-01-01 20:00:30,148.25,5
2022-01-01 20:00:36,68.15,51
2022-01-01 20:00:38,63.55,12
2022-01-01 20:00:46,179.48,34
2022-01-01 20:00:47,137.43,8
2022-01-01 20:00:54,62.92,31
2022-01-01 20:15:00,185.66,85
2022-01-01 20:15:06,176.16,40
2022-01-01 20:15:09,108.86,71
2022-01-01 20:15:16,122.98,56
2022-01-01 20:15:22,16.7,0
2022-01-01 20:15:25,29.45,57
2022-01-01 20:15:33,192.79,8
2022-01-01 20:15:40,90.94,91
2022-01-01 20:15:43,8.49,38
2022-01-01 20:15:49,165.4,47
2022-01-01 20:15:52,121.34,24
2022-01-01 20:15:56,90.5,16
2022-01-01 20:30:02,147.97,77
2022-01-01 20:30:06,57.72,75
2022-01-01 20:30:14,228.76,114
2022-01-01 20:30:22,143.04,25
2022-01-01 20:30:30,97.66000000000001,117
2022-01-01 20:30:40,126.13,6
2022-01-01 20:30:46,194.32,34
2022-01-01 20:30:48,48.72,20
2022-01-01 20:30:56,30.62,6
2022-01-01 20:45:02,146.63,2
2022-01-01 20:45:06,20.31,26
2022-01-01 20:45:12,75.11,0
2022-01-01 20:45:18,124.32,43
2022-01-01 20:45:20,124.87,16
2022-01-01 20:45:23,20.44,55
2022-01-01 20:45:29,24.75,75
2022-01-01 20:45:33,148.23,50
2022-01-01 20:45:38,179.02,48
2022-01-01 20:45:46,30.74,91
2022-01-01 20:45:51,82.07,88
2022-01-01 20:45:55,14.14,14
2022-01-01 21:00:09,188.48,76
2022-01-01 21:00:13,46.72,31
2022-01-01 21:00:19,132.03,26
2022-01-01 21:00:22,26.36,56
2022-01-01 21:00:23,60.9,14
2022-01-01 21:00:28,134.7,74
2022-01-01 21:00:32,50.9,61
2022-01-01 21:00:39,78.42,7
2022-01-01 21:15:00,54.42,44
2022-01-01 21:15:02,103.97,12
2022-01-01 21:15:06,1.58,75
2022-01-01 21:15:43,64.76,54
2022-01-01 21:15:50,42.18,74
2022-01-01 21:15:53,30.32,58
2022-01-01 21:15:54,80.33,48
2022-01-01 21:15:58,90.97,10
2022-01-01 21:30:16,72.98,99
2022-01-01 21:30:24,156.54,97
2022-01-01 21:30:28,157.17,69
2022-01-01 21:30:31,199.65,47
2022-01-01 21:30:33,89.65,36
2022-01-01 21:30:36,39.29,20
2022-01-01 21:30:39,115.74,84
2022-01-01 21:45:05,105.48,35
2022-01-01 21:45:07,145.41,94
2022-01-01 21:45:11,80.06,78
2022-01-01 21:45:37,199.22,2
2022-01-01 21:45:40,94.13,34
2022-01-01 21:45:46,62.56,88
2022-01-01 21:45:52,54.98,60
2022-01-01 21:45:59,126.55,51
2022-01-01 22:00:18,63.17,54
2022-01-01 22:00:25,156.88,0
2022-01-01 22:00:35,177.17000000000002,194
2022-01-01 22:15:30,192.76,4
2022-01-01 22:15:46,99.96,33
2022-01-01 22:15:52,67.48,69
2022-01-01 22:15:59,99.08,37
2022-01-01 22:30:06,73.13,58
2022-01-01 22:30:15,152.84,13
2022-01-01 22:30:36,139.04,23
2022-01-01 22:30:49,170.21,46
2022-01-01 22:45:18,114.27,11
2022-01-01 22:45:31,31.37,79
2022-01-01 22:45:43,21.5,23
2022-01-01 22:45:48,127.32,26
2022-01-01 23:00:00,110.76,3
2022-01-01 23:00:30,43.71,2
2022-01-01 23:00:44,12.72,35
2022-01-01 23:00:45,179.53,93
2022-01-01 23:15:06,92.81,68
2022-01-01 23:15:15,116.95,90
2022-01-01 23:15:44,72.49,98
2022-01-01 23:15:57,188.23,75
2022-01-01 23:30:24,84.17,83
2022-01-01 23:30:32,198.83,9
2022-01-01 23:30:38,184.01,92
2022-01-01 23:30:44,174.01,33
2022-01-01 23:45:15,112.09,35
2022-01-01 23:45:38,141.35,99
2022-01-01 23:45:47,122.0,88
2022-01-01 23:45:59,32.47,44
2022-01-02 00:00:16,69.37,90
2022-01-02 10:00:10,38.11,42
2022-01-02 10:00:58,65.05,92
2022-01-02 10:15:00,147.43,72
2022-01-02 10:15:10,72.57,83
2022-01-02 10:15:44,109.62,0
2022-01-02 10:15:59,91.65,50
2022-01-02 10:30:00,176.5,20
2022-01-02 10:30:10,96.94,67
2022-01-02 10:45:04,61.02,72
2022-01-02 10:45:17,5.25,12
2022-01-02 10:45:18,102.14,57
2022-01-02 11:00:03,168.13,82
2022-01-02 11:00:11,99.37,22
2022-01-02 11:00:27,143.92,100
2022-01-02 11:00:30,143.91,49
2022-01-02 11:00:55,8.18,87
2022-01-02 11:15:15,50.18,20
2022-01-02 11:15:33,178.55,92
2022-01-02 11:15:51,180.24,83
2022-01-02 11:15:58,104.14,25
2022-01-02 11:30:12,93.46,23
2022-01-02 11:30:14,159.67,67
2022-01-02 11:30:33,177.45,74
2022-01-02 11:30:44,6.02,63
2022-01-02 11:30:53,163.96,20
2022-01-02 11:45:18,78.12,88
2022-01-02 11:45:31,141.61,10
2022-01-02 11:45:36,55.35,60
2022-01-02 11:45:52,110.32,25
2022-01-02 11:45:54,33.57,91
2022-01-02 12:00:03,106.91,42
2022-01-02 12:00:12,81.1,83
2022-01-02 12:00:19,45.16,81
2022-01-02 12:00:39,156.86,34
2022-01-02 12:00:45,137.06,60
2022-01-02 12:15:19,25.23,50
2022-01-02 12:15:20,121.84,92
2022-01-02 12:15:26,123.85,97
2022-01-02 12:15:50,229.44,73
2022-01-02 12:15:55,75.23,70
2022-01-02 12:30:23,79.82,21
2022-01-02 12:30:27,40.87,25
2022-01-02 12:30:28,74.96,82
2022-01-02 12:30:55,112.35,37
2022-01-02 12:30:56,113.17,3
2022-01-02 12:30:57,33.14,38
2022-01-02 12:45:02,60.73,5
2022-01-02 12:45:22,152.18,85
2022-01-02 12:45:27,68.62,98
2022-01-02 12:45:28,99.47,78
2022-01-02 12:45:55,25.94,74
2022-01-02 12:45:56,128.14,42
2022-01-02 13:00:50,59.5,47
2022-01-02 13:00:51,173.94,36
2022-01-02 13:00:52,183.86,233
2022-01-02 13:00:53,192.05,73
2022-01-02 13:00:54,59.01,68
2022-01-02 13:15:51,266.22,102
2022-01-02 13:15:53,74.66,71
2022-01-02 13:15:54,177.85,42
2022-01-02 13:15:55,49.82,5
2022-01-02 13:30:50,2.43,47
2022-01-02 13:30:54,192.61,127
2022-01-02 13:30:55,119.3,3
2022-01-02 13:30:56,178.19,28
2022-01-02 13:30:57,68.5,91
2022-01-02 13:30:58,26.73,55
2022-01-02 13:45:50,28.88,24
2022-01-02 13:45:51,229.57999999999998,72
2022-01-02 13:45:52,119.73,165
2022-01-02 13:45:55,58.98,9
2022-01-02 14:00:00,162.01,52
2022-01-02 14:00:25,19.32,81
2022-01-02 14:00:27,37.34,44
2022-01-02 14:00:29,194.83,64
2022-01-02 14:00:52,43.2,57
2022-01-02 14:00:57,131.05,18
2022-01-02 14:15:02,154.86,47
2022-01-02 14:15:18,104.59,30
2022-01-02 14:15:22,161.02,1
2022-01-02 14:15:27,13.54,0
2022-01-02 14:15:46,58.46,45
2022-01-02 14:15:54,18.07,92
2022-01-02 14:30:19,100.91,81
2022-01-02 14:30:21,4.32,41
2022-01-02 14:30:25,118.06,62
2022-01-02 14:30:45,57.11,100
2022-01-02 14:30:47,138.65,31
2022-01-02 14:30:53,52.24,7
2022-01-02 14:45:22,80.39,55
2022-01-02 14:45:23,146.49,59
2022-01-02 14:45:28,10.11,7
2022-01-02 14:45:54,123.77,42
2022-01-02 14:45:56,175.51,39
2022-01-02 14:45:59,51.01,4
2022-01-02 15:00:00,86.51,2
2022-01-02 15:00:13,186.44,39
2022-01-02 15:00:25,111.6,59
2022-01-02 15:00:41,190.01,77
2022-01-02 15:00:59,162.2,40
2022-01-02 15:15:17,36.81,74
2022-01-02 15:15:20,108.57,8
2022-01-02 15:15:38,36.87,44
2022-01-02 15:15:51,81.85,10
2022-01-02 15:30:02,33.22,26
2022-01-02 15:30:24,168.56,90
2022-01-02 15:30:40,188.97,54
2022-01-02 15:30:43,2.22,78
2022-01-02 15:30:56,32.66,41
2022-01-02 15:45:21,66.87,76
2022-01-02 15:45:31,187.96,31
2022-01-02 15:45:35,46.14,95
2022-01-02 15:45:59,101.19,61
2022-01-02 16:00:11,174.79,33
2022-01-02 16:00:14,108.49,16
2022-01-02 16:00:29,101.74,11
2022-01-02 16:00:55,351.93,81
2022-01-02 16:15:09,97.21,84
2022-01-02 16:15:29,156.08,75
2022-01-02 16:15:34,93.02,50
2022-01-02 16:15:56,1.99,32
2022-01-02 16:30:07,75.4,96
2022-01-02 16:30:13,7.71,16
2022-01-02 16:30:32,93.18,75
2022-01-02 16:30:51,142.56,98
2022-01-02 16:30:54,178.89,75
2022-01-02 16:45:09,189.04,70
2022-01-02 16:45:22,138.51,98
2022-01-02 16:45:30,184.43,88
2022-01-02 16:45:48,85.77,59
2022-01-02 17:00:10,74.53,82
2022-01-02 17:00:12,108.8,2
2022-01-02 17:00:15,53.18,54
2022-01-02 17:00:42,32.31,72
2022-01-02 17:00:44,66.73,60
2022-01-02 17:00:47,66.3,37
2022-01-02 17:15:01,132.49,60
2022-01-02 17:15:07,156.98,35
2022-01-02 17:15:09,27.98,59
2022-01-02 17:15:34,0.91,48
2022-01-02 17:15:37,38.42,26
2022-01-02 17:15:41,163.38,80
2022-01-02 17:30:25,183.08,44
2022-01-02 17:30:28,83.18,75
2022-01-02 17:30:30,1.9,75
2022-01-02 17:30:55,19.05,23
2022-01-02 17:30:58,5.49,89
2022-01-02 17:30:59,57.33,34
2022-01-02 17:45:01,158.41,35
2022-01-02 17:45:04,147.83,40
2022-01-02 17:45:29,168.65,59
2022-01-02 17:45:30,88.56,19
2022-01-02 17:45:32,144.1,73
2022-01-02 17:45:56,142.34,68
2022-01-02 18:00:26,423.59,212
2022-01-02 18:00:27,126.53,17
2022-01-02 18:00:28,266.32,122
2022-01-02 18:15:26,129.36,102
2022-01-02 18:15:27,133.94,52
2022-01-02 18:15:28,59.55,48
2022-01-02 18:15:30,87.18,93
2022-01-02 18:15:32,160.98,52
2022-01-02 18:30:21,164.5,58
2022-01-02 18:30:22,11.5,67
2022-01-02 18:30:23,68.58,40
2022-01-02 18:30:24,181.8,51
2022-01-02 18:30:26,34.53,38
2022-01-02 18:30:27,62.31,41
2022-01-02 18:30:28,169.07000000000002,112
2022-01-02 18:45:22,173.58,32
2022-01-02 18:45:24,176.2,97
2022-01-02 18:45:25,51.12,20
2022-01-02 18:45:26,305.25,5
2022-01-02 18:45:29,116.94,86
2022-01-02 19:00:09,249.24,62
2022-01-02 19:00:10,103.22,47
2022-01-02 19:00:29,252.26,226
2022-01-02 19:00:49,134.69,146
2022-01-02 19:00:50,0.95,49
2022-01-02 19:15:09,107.77,6
2022-01-02 19:15:12,47.37,14
2022-01-02 19:15:13,138.02,100
2022-01-02 19:15:30,15.67,50
2022-01-02 19:15:31,180.77,71
2022-01-02 19:15:33,71.91,53
2022-01-02 19:15:52,205.59,101
2022-01-02 19:15:54,90.95,82
2022-01-02 19:30:14,212.19,139
2022-01-02 19:30:15,164.71,44
2022-01-02 19:30:33,110.54,8
2022-01-02 19:30:34,54.9,57
2022-01-02 19:30:35,81.47,70
2022-01-02 19:30:54,134.32,89
2022-01-02 19:30:55,9.64,37
2022-01-02 19:30:56,0.27,57
2022-01-02 19:45:02,80.96,60
2022-01-02 19:45:16,96.51,88
2022-01-02 19:45:20,16.7,44
2022-01-02 19:45:22,36.79,25
2022-01-02 19:45:36,148.11,82
2022-01-02 19:45:40,141.88,73
2022-01-02 19:45:41,132.35,26
2022-01-02 19:45:58,162.55,96
2022-01-02 19:45:59,40.3,94
2022-01-02 20:00:00,144.13,125
2022-01-02 20:00:03,168.79,23
2022-01-02 20:00:18,138.64,69
2022-01-02 20:00:20,14.2,98
2022-01-02 20:00:23,42.34,79
2022-01-02 20:00:40,269.47,142
2022-01-02 20:00:43,194.73,37
2022-01-02 20:15:06,175.4,95
2022-01-02 20:15:24,124.38,59
2022-01-02 20:15:25,230.69,27
2022-01-02 20:15:42,178.27,97
2022-01-02 20:15:45,302.23,76
2022-01-02 20:30:02,73.25,78
2022-01-02 20:30:05,125.66,7
2022-01-02 20:30:07,111.54,88
2022-01-02 20:30:25,128.39,50
2022-01-02 20:30:27,57.32,135
2022-01-02 20:30:45,72.42,38
2022-01-02 20:30:46,186.07,12
2022-01-02 20:30:47,98.26,91
2022-01-02 20:45:02,232.89,117
2022-01-02 20:45:05,9.02,86
2022-01-02 20:45:20,108.32,2
2022-01-02 20:45:22,162.21,83
2022-01-02 20:45:24,123.11,70
2022-01-02 20:45:42,155.92,35
2022-01-02 20:45:43,15.92,40
2022-01-02 20:45:44,149.67,8
2022-01-02 21:00:13,42.76,88
2022-01-02 21:00:14,185.43,116
2022-01-02 21:00:40,63.79,32
2022-01-02 21:00:42,21.84,88
2022-01-02 21:00:46,28.3,52
2022-01-02 21:15:14,133.93,12
2022-01-02 21:15:15,275.45,56
2022-01-02 21:15:45,203.48,93
2022-01-02 21:15:48,37.62,4
2022-01-02 21:30:03,102.74,43
2022-01-02 21:30:09,123.19,73
2022-01-02 21:30:12,31.03,97
2022-01-02 21:30:38,83.43,46
2022-01-02 21:30:44,154.11,38
2022-01-02 21:30:45,50.15,60
2022-01-02 21:45:00,20.15,22
2022-01-02 21:45:03,115.62,13
2022-01-02 21:45:27,161.96,60
2022-01-02 21:45:30,72.75,2
2022-01-02 21:45:33,185.61,11
2022-01-02 21:45:59,36.1,59
2022-01-02 22:00:27,30.24,58
2022-01-02 22:00:44,66.93,6
2022-01-02 22:00:47,99.17,32
2022-01-02 22:15:01,82.68,73
2022-01-02 22:15:05,176.95,57
2022-01-02 22:15:57,184.07,50
2022-01-02 22:30:01,76.28,40
2022-01-02 22:30:07,47.07,65
2022-01-02 22:30:09,155.02,11
2022-01-02 22:45:24,103.81,96
2022-01-02 22:45:30,179.35,82
2022-01-02 22:45:36,79.71,97
2022-01-02 23:00:38,158.48,85
2022-01-03 10:00:46,104.69,42
2022-01-03 10:00:59,66.65,55
2022-01-03 10:15:28,45.26,0
2022-01-03 10:15:49,112.58,84
2022-01-03 10:30:11,118.89,7
2022-01-03 10:30:47,30.04,12
2022-01-03 10:30:51,181.13,87
2022-01-03 10:45:30,31.02,63
2022-01-03 10:45:57,45.96,86
2022-01-03 11:00:04,133.56,74
2022-01-03 11:00:34,28.56,84
2022-01-03 11:00:52,44.17,27
2022-01-03 11:00:56,123.03,0
2022-01-03 11:15:13,34.04,50
2022-01-03 11:15:26,87.77,6
2022-01-03 11:15:52,49.79,19
2022-01-03 11:15:59,116.49,78
2022-01-03 11:30:11,149.81,35
2022-01-03 11:30:20,33.15,59
2022-01-03 11:30:35,173.11,45
2022-01-03 11:45:03,172.2,48
2022-01-03 11:45:38,150.69,76
2022-01-03 11:45:56,186.98,51
2022-01-03 12:00:25,33.33,31
2022-01-03 12:00:31,66.11,12
2022-01-03 12:00:41,13.41,11
2022-01-03 12:00:43,2.05,55
2022-01-03 12:15:01,119.9,15
2022-01-03 12:15:03,195.77,39
2022-01-03 12:15:48,6.54,66
2022-01-03 12:15:49,18.69,10
2022-01-03 12:15:54,108.27,8
2022-01-03 12:30:13,185.34,41
2022-01-03 12:30:20,47.49,54
2022-01-03 12:30:35,88.3,97
2022-01-03 12:30:44,22.99,71
2022-01-03 12:30:50,63.98,82
2022-01-03 12:45:04,1.73,85
2022-01-03 12:45:10,113.78,12
2022-01-03 12:45:18,90.64,31
2022-01-03 12:45:21,46.32,11
2022-01-03 12:45:58,175.58,29
2022-01-03 13:00:02,47.23,21
2022-01-03 13:00:10,183.41,4
2022-01-03 13:00:31,146.32,91
2022-01-03 13:00:37,75.15,10
2022-01-03 13:00:42,159.9,81
2022-01-03 13:15:14,115.79,49
2022-01-03 13:15:18,98.44,26
2022-01-03 13:15:48,193.31,78
2022-01-03 13:15:51,97.44,44
2022-01-03 13:30:17,60.86,43
2022-01-03 13:30:18,73.62,92
2022-01-03 13:30:19,12.3,81
2022-01-03 13:30:47,127.22,98
2022-01-03 13:30:48,148.06,59
2022-01-03 13:30:49,196.54,26
2022-01-03 13:45:13,179.72000000000003,56
2022-01-03 13:45:19,193.13,95
2022-01-03 13:45:43,185.43,91
2022-01-03 13:45:49,372.63,129
2022-01-03 14:00:01,142.5,41
